date,category_group,category,payee,account,inflow,outflow
01/25/2021,Food,Dining Out,Subway,Capital One Savor,$0,$9.09
01/26/2021,Shopping,Merchandise,Amazon,Citi Double Cash,$0,$18.56
01/26/2021,Shopping,Entertainment,Washington Nationals,Capital One Savor,$0,$21.1
01/26/2021,Transportation,Parking,Parking Garage,Citi Double Cash,$0,$4.96
01/26/2021,Food,Groceries,Safeway,Capital One Savor,$0,$15.11
01/27/2021,Food,Dining Out,McDonald's,Capital One Savor,$0,$9.2
01/27/2021,Food,Dining Out,Chick Fil-A,Capital One Savor,$0,$11.15
01/28/2021,Shopping,Merchandise,Walmart,Citi Double Cash,$0,$20.78
01/28/2021,Transportation,Rideshare,Lyft,Citi Double Cash,$0,$8.42
01/28/2021,Food,Groceries,Trader Joe's,Capital One Savor,$0,$15.1
01/29/2021,Shopping,Merchandise,Amazon,Citi Double Cash,$0,$20.05
01/29/2021,Shopping,Merchandise,Target,Citi Double Cash,$0,$19.09
01/30/2021,Food,Groceries,Safeway,Capital One Savor,$0,$14.35
01/30/2021,Shopping,Merchandise,Target,Citi Double Cash,$0,$20.04
01/30/2021,Transportation,Parking,Parking Garage,Citi Double Cash,$0,$4.37
01/31/2021,Food,Groceries,Safeway,Capital One Savor,$0,$16.09
02/01/2021,Food,Groceries,Giant,Capital One Savor,$0,$16.21
02/01/2021,Food,Dining Out,Chick Fil-A,Capital One Savor,$0,$11.5
02/01/2021,Home,Rent,55555 Main Street,Bank of America Checking,$0,$1000
02/01/2021,Home,Utilities,Electric Company,Bank of America Checking,$0,$100
02/01/2021,Subscriptions,Netflix,Netflix,Capital One Savor,$0,$15
02/01/2021,Inflow,Ready to Assign,"My Job, Inc.",Bank of America Checking,$4000,$0
02/01/2021,Inflow,Ready to Assign,Interest,Capital One Savings,$100,$0
02/02/2021,Food,Dining Out,Chipotle,Capital One Savor,$0,$15.84
02/02/2021,Food,Groceries,Safeway,Capital One Savor,$0,$15.78
02/02/2021,Food,Dining Out,Subway,Capital One Savor,$0,$8.72
02/02/2021,Transportation,Gas,Shell,Citi Custom Cash,$0,$30.01
02/02/2021,Transportation,Gas,Citgo,Citi Custom Cash,$0,$30.38
02/03/2021,Food,Dining Out,Chick Fil-A,Capital One Savor,$0,$13.18
02/03/2021,Shopping,Merchandise,Walmart,Citi Double Cash,$0,$19.56
02/03/2021,Food,Dining Out,Chipotle,Capital One Savor,$0,$13.31
02/04/2021,Food,Groceries,Safeway,Capital One Savor,$0,$13.77
02/04/2021,Transportation,Rideshare,Uber,Capital One Savor,$0,$10.14
02/05/2021,Shopping,Entertainment,AMC,Capital One Savor,$0,$13.54
02/05/2021,Shopping,Entertainment,Washington Nationals,Capital One Savor,$0,$19.46
02/06/2021,Food,Groceries,Safeway,Capital One Savor,$0,$16.19
02/06/2021,Food,Groceries,Giant,Capital One Savor,$0,$14.05
02/06/2021,Food,Dining Out,Subway,Capital One Savor,$0,$11.1
02/07/2021,Food,Dining Out,Subway,Capital One Savor,$0,$9.81
02/08/2021,Food,Groceries,Giant,Capital One Savor,$0,$14.99
02/08/2021,Shopping,Merchandise,Walmart,Citi Double Cash,$0,$20.08
02/08/2021,Shopping,Clothes,Zara,Citi Double Cash,$0,$49.04
02/09/2021,Shopping,Entertainment,AMC,Capital One Savor,$0,$10.77
02/09/2021,Transportation,Parking,Parkmobile,Citi Double Cash,$0,$4.73
02/09/2021,Food,Groceries,Safeway,Capital One Savor,$0,$13.57
02/09/2021,Transportation,Gas,7-Eleven,Citi Custom Cash,$0,$28.78
02/09/2021,Shopping,Merchandise,Amazon,Citi Double Cash,$0,$21.26
02/10/2021,Food,Dining Out,McDonald's,Capital One Savor,$0,$10.88
02/10/2021,Shopping,Merchandise,Walmart,Citi Double Cash,$0,$19.78
02/10/2021,Shopping,Clothes,Zara,Citi Double Cash,$0,$51.02
02/11/2021,Shopping,Merchandise,Walmart,Citi Double Cash,$0,$19.75
02/11/2021,Food,Groceries,Safeway,Capital One Savor,$0,$16.38
02/11/2021,Shopping,Entertainment,AMC,Capital One Savor,$0,$11.77
02/12/2021,Food,Dining Out,Chipotle,Capital One Savor,$0,$14.12
02/12/2021,Food,Dining Out,Subway,Capital One Savor,$0,$10.52
02/12/2021,Transportation,Public Transportation,Bus,Citi Double Cash,$0,$2.86
02/12/2021,Shopping,Clothes,Zara,Citi Double Cash,$0,$49.35
02/13/2021,Food,Dining Out,Subway,Capital One Savor,$0,$11.1
02/13/2021,Transportation,Parking,Parkmobile,Citi Double Cash,$0,$3.79
02/13/2021,Food,Groceries,Giant,Capital One Savor,$0,$14.67
02/14/2021,Shopping,Merchandise,Amazon,Citi Double Cash,$0,$19.73
02/14/2021,Food,Dining Out,McDonald's,Capital One Savor,$0,$8.72
02/15/2021,Food,Dining Out,Subway,Capital One Savor,$0,$9.19
02/15/2021,Food,Groceries,Safeway,Capital One Savor,$0,$15.57
02/15/2021,Food,Dining Out,Dunkin',Capital One Savor,$0,$9.14
02/15/2021,Transportation,Rideshare,Lyft,Citi Double Cash,$0,$8.92
02/16/2021,Transportation,Parking,Parking Garage,Citi Double Cash,$0,$2.78
02/16/2021,Shopping,Entertainment,Washington Nationals,Capital One Savor,$0,$20.3
02/16/2021,Food,Groceries,Safeway,Capital One Savor,$0,$15.65
02/16/2021,Transportation,Gas,7-Eleven,Citi Custom Cash,$0,$30.48
02/17/2021,Food,Dining Out,Dunkin',Capital One Savor,$0,$10.78
02/17/2021,Transportation,Public Transportation,Bus,Citi Double Cash,$0,$2.4
02/17/2021,Transportation,Rideshare,Lyft,Citi Double Cash,$0,$9.65
02/17/2021,Transportation,Parking,Parkmobile,Citi Double Cash,$0,$3.18
02/18/2021,Food,Dining Out,Chipotle,Capital One Savor,$0,$15.37
02/18/2021,Food,Groceries,Safeway,Capital One Savor,$0,$14.82
02/18/2021,Transportation,Parking,Parking Garage,Citi Double Cash,$0,$4.47
02/18/2021,Shopping,Merchandise,Walmart,Citi Double Cash,$0,$20.68
02/19/2021,Shopping,Clothes,Target,Citi Double Cash,$0,$14.79
02/20/2021,Transportation,Rideshare,Lyft,Citi Double Cash,$0,$10.83
02/20/2021,Shopping,Merchandise,Walmart,Citi Double Cash,$0,$19.73
02/20/2021,Transportation,Rideshare,Uber,Capital One Savor,$0,$8.8
02/21/2021,Food,Dining Out,Subway,Capital One Savor,$0,$11.5
02/21/2021,Food,Groceries,Giant,Capital One Savor,$0,$14.29
02/21/2021,Food,Groceries,Safeway,Capital One Savor,$0,$15.37
02/21/2021,Transportation,Parking,Parkmobile,Citi Double Cash,$0,$3.93
02/22/2021,Transportation,Public Transportation,Bus,Citi Double Cash,$0,$2.46
02/22/2021,Food,Groceries,Giant,Capital One Savor,$0,$14.86
02/23/2021,Shopping,Entertainment,Alamo,Capital One Savor,$0,$11.08
02/23/2021,Transportation,Rideshare,Lyft,Citi Double Cash,$0,$9.1
02/23/2021,Food,Dining Out,Subway,Capital One Savor,$0,$9.74
02/24/2021,Food,Dining Out,McDonald's,Capital One Savor,$0,$9.85
02/24/2021,Shopping,Merchandise,Target,Citi Double Cash,$0,$17.68
02/25/2021,Food,Groceries,Trader Joe's,Capital One Savor,$0,$15.94
02/25/2021,Shopping,Merchandise,Target,Citi Double Cash,$0,$21.38
02/26/2021,Transportation,Rideshare,Uber,Capital One Savor,$0,$9.73
02/26/2021,Transportation,Public Transportation,Metro,Citi Double Cash,$0,$4.98
02/26/2021,Shopping,Merchandise,Amazon,Citi Double Cash,$0,$22.73
02/27/2021,Shopping,Clothes,Madewell,Citi Double Cash,$0,$40.78
02/27/2021,Food,Dining Out,Subway,Capital One Savor,$0,$9.51
02/27/2021,Transportation,Rideshare,Uber,Capital One Savor,$0,$10.07
02/27/2021,Food,Groceries,Giant,Capital One Savor,$0,$14.25
02/27/2021,Shopping,Merchandise,Amazon,Citi Double Cash,$0,$19.56
02/28/2021,Shopping,Merchandise,Walmart,Citi Double Cash,$0,$20.01
02/28/2021,Shopping,Merchandise,Amazon,Citi Double Cash,$0,$20.04
02/28/2021,Transportation,Gas,Shell,Citi Custom Cash,$0,$29.7
03/01/2021,Transportation,Public Transportation,Metro,Citi Double Cash,$0,$2.41
03/01/2021,Shopping,Merchandise,Target,Citi Double Cash,$0,$21.07
03/01/2021,Food,Groceries,Giant,Capital One Savor,$0,$15.8
03/01/2021,Transportation,Rideshare,Lyft,Citi Double Cash,$0,$9.83
03/01/2021,Transportation,Public Transportation,Bus,Citi Double Cash,$0,$2.51
03/01/2021,Home,Rent,55555 Main Street,Bank of America Checking,$0,$1000
03/01/2021,Home,Utilities,Electric Company,Bank of America Checking,$0,$100
03/01/2021,Subscriptions,Netflix,Netflix,Capital One Savor,$0,$15
03/01/2021,Inflow,Ready to Assign,"My Job, Inc.",Bank of America Checking,$4000,$0
03/01/2021,Inflow,Ready to Assign,Interest,Capital One Savings,$100,$0
03/02/2021,Transportation,Parking,Parkmobile,Citi Double Cash,$0,$2.37
03/02/2021,Transportation,Gas,Shell,Citi Custom Cash,$0,$29.18
03/02/2021,Shopping,Merchandise,Target,Citi Double Cash,$0,$19.54
03/03/2021,Shopping,Merchandise,Walmart,Citi Double Cash,$0,$21.81
03/03/2021,Food,Groceries,Safeway,Capital One Savor,$0,$14.73
03/04/2021,Food,Groceries,Safeway,Capital One Savor,$0,$15.48
03/04/2021,Shopping,Merchandise,Walmart,Citi Double Cash,$0,$21.29
03/04/2021,Transportation,Parking,Parking Garage,Citi Double Cash,$0,$4.17
03/05/2021,Shopping,Clothes,Target,Citi Double Cash,$0,$15.04
03/05/2021,Transportation,Rideshare,Lyft,Citi Double Cash,$0,$10.45
03/05/2021,Food,Dining Out,Chipotle,Capital One Savor,$0,$15.17
03/05/2021,Food,Groceries,Giant,Capital One Savor,$0,$12.7
03/06/2021,Transportation,Public Transportation,Metro,Citi Double Cash,$0,$3.67
03/06/2021,Shopping,Merchandise,Target,Citi Double Cash,$0,$20.28
03/06/2021,Food,Dining Out,McDonald's,Capital One Savor,$0,$8.71
03/06/2021,Transportation,Rideshare,Lyft,Citi Double Cash,$0,$8.22
03/07/2021,Transportation,Parking,Parking Garage,Citi Double Cash,$0,$2.14
03/07/2021,Transportation,Public Transportation,Metro,Citi Double Cash,$0,$4.37
03/07/2021,Shopping,Merchandise,Walmart,Citi Double Cash,$0,$19.47
03/07/2021,Food,Dining Out,Subway,Capital One Savor,$0,$10.51
03/08/2021,Transportation,Rideshare,Uber,Capital One Savor,$0,$7.67
03/08/2021,Shopping,Merchandise,Walmart,Citi Double Cash,$0,$19.12
03/09/2021,Shopping,Clothes,Zara,Citi Double Cash,$0,$51.13
03/09/2021,Transportation,Rideshare,Uber,Capital One Savor,$0,$9.88
03/09/2021,Food,Dining Out,Subway,Capital One Savor,$0,$11.09
03/10/2021,Food,Groceries,Safeway,Capital One Savor,$0,$15.72
03/10/2021,Transportation,Gas,7-Eleven,Citi Custom Cash,$0,$29.46
03/10/2021,Transportation,Public Transportation,Bus,Citi Double Cash,$0,$3.08
03/10/2021,Shopping,Clothes,Madewell,Citi Double Cash,$0,$40.41
03/11/2021,Transportation,Rideshare,Lyft,Citi Double Cash,$0,$9.27
03/11/2021,Food,Dining Out,Dunkin',Capital One Savor,$0,$9.34
03/11/2021,Food,Dining Out,Subway,Capital One Savor,$0,$9.04
03/11/2021,Transportation,Gas,Shell,Citi Custom Cash,$0,$31.79
03/12/2021,Food,Dining Out,Chipotle,Capital One Savor,$0,$14.48
03/12/2021,Food,Dining Out,Chick Fil-A,Capital One Savor,$0,$12.94
03/13/2021,Shopping,Merchandise,Amazon,Citi Double Cash,$0,$18.96
03/13/2021,Shopping,Entertainment,Alamo,Capital One Savor,$0,$12.94
03/13/2021,Transportation,Public Transportation,Metro,Citi Double Cash,$0,$4.12
03/13/2021,Transportation,Rideshare,Uber,Capital One Savor,$0,$9.52
03/14/2021,Food,Groceries,Trader Joe's,Capital One Savor,$0,$13.28
03/14/2021,Shopping,Entertainment,Washington Nationals,Capital One Savor,$0,$20.8
03/14/2021,Transportation,Gas,Shell,Citi Custom Cash,$0,$30.16
03/14/2021,Transportation,Rideshare,Uber,Capital One Savor,$0,$9.57
03/15/2021,Food,Dining Out,McDonald's,Capital One Savor,$0,$10.05
03/15/2021,Food,Groceries,Safeway,Capital One Savor,$0,$13.35
03/15/2021,Food,Dining Out,Dunkin',Capital One Savor,$0,$9.35
03/16/2021,Food,Groceries,Giant,Capital One Savor,$0,$15.08
03/16/2021,Food,Groceries,Safeway,Capital One Savor,$0,$15.38
03/16/2021,Food,Dining Out,Subway,Capital One Savor,$0,$10.08
03/17/2021,Food,Groceries,Safeway,Capital One Savor,$0,$13.94
03/17/2021,Shopping,Merchandise,Target,Citi Double Cash,$0,$19.47
03/18/2021,Shopping,Merchandise,Walmart,Citi Double Cash,$0,$18.47
03/18/2021,Food,Dining Out,Chick Fil-A,Capital One Savor,$0,$13.44
03/18/2021,Shopping,Merchandise,Target,Citi Double Cash,$0,$20.71
03/19/2021,Food,Groceries,Safeway,Capital One Savor,$0,$17.2
03/19/2021,Food,Groceries,Giant,Capital One Savor,$0,$14.83
03/19/2021,Transportation,Rideshare,Lyft,Citi Double Cash,$0,$11.46
03/20/2021,Food,Groceries,Safeway,Capital One Savor,$0,$15.53
03/20/2021,Shopping,Merchandise,Target,Citi Double Cash,$0,$20.59
03/20/2021,Food,Groceries,Trader Joe's,Capital One Savor,$0,$14.64
03/21/2021,Shopping,Entertainment,AMC,Capital One Savor,$0,$11.08
03/21/2021,Food,Dining Out,Chick Fil-A,Capital One Savor,$0,$11.2
03/21/2021,Transportation,Public Transportation,Bus,Citi Double Cash,$0,$3.06
03/22/2021,Shopping,Merchandise,Amazon,Citi Double Cash,$0,$19.92
03/22/2021,Food,Groceries,Safeway,Capital One Savor,$0,$15.98
03/22/2021,Transportation,Public Transportation,Bus,Citi Double Cash,$0,$4.02
03/22/2021,Food,Dining Out,Dunkin',Capital One Savor,$0,$9.68
03/23/2021,Food,Dining Out,Chick Fil-A,Capital One Savor,$0,$12.17
03/23/2021,Transportation,Public Transportation,Metro,Citi Double Cash,$0,$1.35
03/24/2021,Food,Groceries,Safeway,Capital One Savor,$0,$14.54
03/24/2021,Food,Dining Out,Subway,Capital One Savor,$0,$9.47
03/24/2021,Shopping,Clothes,Target,Citi Double Cash,$0,$14.1
03/24/2021,Shopping,Entertainment,Washington Nationals,Capital One Savor,$0,$20.57
03/24/2021,Food,Dining Out,Chipotle,Capital One Savor,$0,$15.89
03/25/2021,Food,Groceries,Giant,Capital One Savor,$0,$14.89
03/25/2021,Transportation,Gas,Citgo,Citi Custom Cash,$0,$29.07
03/26/2021,Shopping,Entertainment,Alamo,Capital One Savor,$0,$11.44
03/26/2021,Transportation,Parking,Parkmobile,Citi Double Cash,$0,$4.8
03/27/2021,Shopping,Entertainment,Washington Nationals,Capital One Savor,$0,$19.08
03/27/2021,Food,Groceries,Safeway,Capital One Savor,$0,$14.53
03/27/2021,Shopping,Merchandise,Walmart,Citi Double Cash,$0,$20.15
03/28/2021,Food,Dining Out,Chipotle,Capital One Savor,$0,$13.91
03/28/2021,Transportation,Public Transportation,Bus,Citi Double Cash,$0,$2.76
03/28/2021,Food,Groceries,Giant,Capital One Savor,$0,$14.55
03/28/2021,Shopping,Merchandise,Walmart,Citi Double Cash,$0,$20.47
03/29/2021,Shopping,Merchandise,Target,Citi Double Cash,$0,$19.04
03/29/2021,Shopping,Entertainment,Washington Nationals,Capital One Savor,$0,$21.25
03/29/2021,Food,Groceries,Whole Foods,Amazon,$0,$15.13
03/29/2021,Food,Groceries,Safeway,Capital One Savor,$0,$15.99
03/29/2021,Food,Dining Out,Subway,Capital One Savor,$0,$11.29
03/30/2021,Food,Dining Out,Chick Fil-A,Capital One Savor,$0,$11.59
03/30/2021,Food,Groceries,Trader Joe's,Capital One Savor,$0,$15.55
03/30/2021,Shopping,Merchandise,Walmart,Citi Double Cash,$0,$21.14
03/31/2021,Transportation,Public Transportation,Metro,Citi Double Cash,$0,$3.1
03/31/2021,Food,Groceries,Safeway,Capital One Savor,$0,$14.45
03/31/2021,Shopping,Clothes,Target,Citi Double Cash,$0,$15.46
04/01/2021,Food,Groceries,Giant,Capital One Savor,$0,$14.15
04/01/2021,Shopping,Merchandise,Target,Citi Double Cash,$0,$20.23
04/01/2021,Food,Groceries,Safeway,Capital One Savor,$0,$16.71
04/01/2021,Home,Rent,55555 Main Street,Bank of America Checking,$0,$1000
04/01/2021,Home,Utilities,Electric Company,Bank of America Checking,$0,$100
04/01/2021,Subscriptions,Netflix,Netflix,Capital One Savor,$0,$15
04/01/2021,Inflow,Ready to Assign,"My Job, Inc.",Bank of America Checking,$4000,$0
04/01/2021,Inflow,Ready to Assign,Interest,Capital One Savings,$100,$0
04/02/2021,Food,Dining Out,Dunkin',Capital One Savor,$0,$12.01
04/02/2021,Shopping,Merchandise,Amazon,Citi Double Cash,$0,$19.28
04/02/2021,Transportation,Gas,Citgo,Citi Custom Cash,$0,$29.39
04/03/2021,Food,Dining Out,Chick Fil-A,Capital One Savor,$0,$11.97
04/03/2021,Food,Groceries,Giant,Capital One Savor,$0,$14.99
04/03/2021,Food,Groceries,Safeway,Capital One Savor,$0,$14
04/04/2021,Food,Dining Out,McDonald's,Capital One Savor,$0,$11.35
04/04/2021,Food,Groceries,Safeway,Capital One Savor,$0,$15.39
04/04/2021,Food,Groceries,Trader Joe's,Capital One Savor,$0,$14.24
04/04/2021,Shopping,Merchandise,Walmart,Citi Double Cash,$0,$18.25
04/04/2021,Food,Dining Out,Subway,Capital One Savor,$0,$11.5
04/04/2021,Shopping,Clothes,Target,Citi Double Cash,$0,$14.93
04/05/2021,Shopping,Clothes,Madewell,Citi Double Cash,$0,$41.45
04/05/2021,Shopping,Merchandise,Walmart,Citi Double Cash,$0,$20.39
04/05/2021,Shopping,Merchandise,Target,Citi Double Cash,$0,$22.33
04/05/2021,Food,Groceries,Safeway,Capital One Savor,$0,$13.3
04/06/2021,Shopping,Clothes,Target,Citi Double Cash,$0,$13.59
04/06/2021,Food,Groceries,Whole Foods,Amazon,$0,$14.83
04/06/2021,Food,Dining Out,McDonald's,Capital One Savor,$0,$10.23
04/07/2021,Transportation,Rideshare,Lyft,Citi Double Cash,$0,$9.71
04/07/2021,Shopping,Clothes,Zara,Citi Double Cash,$0,$49.74
04/07/2021,Transportation,Parking,Parking Garage,Citi Double Cash,$0,$5.21
04/08/2021,Shopping,Entertainment,Alamo,Capital One Savor,$0,$12.16
04/08/2021,Food,Groceries,Giant,Capital One Savor,$0,$12.63
04/09/2021,Transportation,Gas,Shell,Citi Custom Cash,$0,$30.5
04/09/2021,Shopping,Merchandise,Target,Citi Double Cash,$0,$19.76
04/09/2021,Food,Groceries,Safeway,Capital One Savor,$0,$16.93
04/09/2021,Food,Groceries,Whole Foods,Amazon,$0,$13.78
04/10/2021,Transportation,Public Transportation,Bus,Citi Double Cash,$0,$2.57
04/10/2021,Transportation,Gas,Shell,Citi Custom Cash,$0,$29.23
04/10/2021,Food,Dining Out,Dunkin',Capital One Savor,$0,$10.46
04/10/2021,Transportation,Parking,Parkmobile,Citi Double Cash,$0,$3.35
04/10/2021,Food,Dining Out,Chipotle,Capital One Savor,$0,$16.28
04/11/2021,Food,Groceries,Safeway,Capital One Savor,$0,$13.21
04/11/2021,Shopping,Merchandise,Target,Citi Double Cash,$0,$19.78
04/11/2021,Transportation,Public Transportation,Metro,Citi Double Cash,$0,$1.4
04/11/2021,Food,Groceries,Giant,Capital One Savor,$0,$15.74
04/12/2021,Food,Groceries,Giant,Capital One Savor,$0,$16.94
04/12/2021,Food,Dining Out,McDonald's,Capital One Savor,$0,$10.28
04/13/2021,Food,Groceries,Giant,Capital One Savor,$0,$13.95
04/13/2021,Shopping,Merchandise,Walmart,Citi Double Cash,$0,$20.32
04/13/2021,Shopping,Merchandise,Target,Citi Double Cash,$0,$18.92
04/13/2021,Food,Groceries,Safeway,Capital One Savor,$0,$16.08
04/14/2021,Food,Dining Out,Subway,Capital One Savor,$0,$9.14
04/14/2021,Shopping,Merchandise,Amazon,Citi Double Cash,$0,$19.32
04/14/2021,Shopping,Merchandise,Walmart,Citi Double Cash,$0,$19.06
04/14/2021,Shopping,Entertainment,Alamo,Capital One Savor,$0,$13.18
04/15/2021,Food,Dining Out,McDonald's,Capital One Savor,$0,$11.03
04/15/2021,Food,Dining Out,Subway,Capital One Savor,$0,$11.09
04/15/2021,Food,Groceries,Safeway,Capital One Savor,$0,$15.73
04/15/2021,Transportation,Rideshare,Uber,Capital One Savor,$0,$10.59
04/16/2021,Shopping,Merchandise,Walmart,Citi Double Cash,$0,$20.23
04/16/2021,Transportation,Public Transportation,Metro,Citi Double Cash,$0,$3.64
04/16/2021,Transportation,Public Transportation,Bus,Citi Double Cash,$0,$3.3
04/17/2021,Food,Dining Out,Chipotle,Capital One Savor,$0,$14.69
04/17/2021,Transportation,Rideshare,Lyft,Citi Double Cash,$0,$9.24
04/17/2021,Food,Groceries,Safeway,Capital One Savor,$0,$13.76
04/18/2021,Food,Groceries,Safeway,Capital One Savor,$0,$14.15
04/18/2021,Food,Groceries,Giant,Capital One Savor,$0,$17.27
04/18/2021,Food,Dining Out,Chipotle,Capital One Savor,$0,$13.59
04/19/2021,Transportation,Gas,7-Eleven,Citi Custom Cash,$0,$31.85
